Tournament,Date,Series,Surface,Round,Player_1,Player_2,Winner,Rank_1,Rank_2,Winner_rank,Loser_rank
Generali Open,2017-08-02,ATP250,Clay,2nd Round,Kohlschreiber P.,Vesely J.,Kohlschreiber P.,47,48,47,48
Generali Open,2017-08-04,ATP250,Clay,Semifinals,Fognini F.,Kohlschreiber P.,Kohlschreiber P.,25,47,47,25
Abierto Mexicano Mifel,2017-08-04,ATP250,Hard,Quarterfinals,Berdych T.,Mannarino A.,Berdych T.,14,42,14,42
Citi Open,2017-08-03,ATP500,Hard,2nd Round,Dimitrov G.,Edmund K.,Dimitrov G.,11,41,11,41
Citi Open,2017-08-03,ATP500,Hard,2nd Round,Medvedev D.,Johnson S.,Medvedev D.,50,34,50,34
Citi Open,2017-08-03,ATP500,Hard,3rd Round,Thiem D.,Anderson K.,Anderson K.,7,45,45,7
Citi Open,2017-08-04,ATP500,Hard,3rd Round,Dimitrov G.,Medvedev D.,Medvedev D.,11,50,50,11
Citi Open,2017-08-04,ATP500,Hard,3rd Round,Del Potro J.M.,Nishikori K.,Nishikori K.,32,9,9,32
Citi Open,2017-08-04,ATP500,Hard,Quarterfinals,Raonic M.,Sock J.,Sock J.,10,19,19,10
Citi Open,2017-08-05,ATP500,Hard,Quarterfinals,Medvedev D.,Zverev A.,Zverev A.,50,8,8,50
Citi Open,2017-08-05,ATP500,Hard,Semifinals,Sock J.,Anderson K.,Anderson K.,19,45,45,19
Citi Open,2017-08-06,ATP500,Hard,Semifinals,Zverev A.,Nishikori K.,Zverev A.,8,9,8,9
Citi Open,2017-08-06,ATP500,Hard,The Final,Anderson K.,Zverev A.,Zverev A.,45,8,8,45
Rogers Masters,2017-08-07,Masters 1000,Hard,1st Round,Kyrgios N.,Troicki V.,Kyrgios N.,24,45,24,45
Rogers Masters,2017-08-07,Masters 1000,Hard,1st Round,Johnson S.,Monfils G.,Monfils G.,35,22,22,35
Rogers Masters,2017-08-07,Masters 1000,Hard,1st Round,Ferrer D.,Edmund K.,Ferrer D.,33,43,33,43
Rogers Masters,2017-08-07,Masters 1000,Hard,1st Round,Del Potro J.M.,Isner J.,Del Potro J.M.,31,19,31,19
Rogers Masters,2017-08-08,Masters 1000,Hard,1st Round,Medvedev D.,Mannarino A.,Mannarino A.,48,42,42,48
Rogers Masters,2017-08-08,Masters 1000,Hard,1st Round,Carreno Busta P.,Khachanov K.,Carreno Busta P.,15,30,15,30
Rogers Masters,2017-08-08,Masters 1000,Hard,1st Round,Sugita Y.,Goffin D.,Goffin D.,46,13,13,46
Rogers Masters,2017-08-09,Masters 1000,Hard,2nd Round,Thiem D.,Schwartzman D.,Schwartzman D.,7,36,36,7
Rogers Masters,2017-08-09,Masters 1000,Hard,2nd Round,Harrison R.,Bautista Agut R.,Bautista Agut R.,44,16,16,44
Rogers Masters,2017-08-09,Masters 1000,Hard,2nd Round,Monfils G.,Nishikori K.,Monfils G.,22,9,22,9
Rogers Masters,2017-08-09,Masters 1000,Hard,2nd Round,Sock J.,Ferrer D.,Ferrer D.,17,33,33,17
Rogers Masters,2017-08-09,Masters 1000,Hard,2nd Round,Dimitrov G.,Zverev M.,Dimitrov G.,11,26,11,26
Rogers Masters,2017-08-09,Masters 1000,Hard,2nd Round,Carreno Busta P.,Anderson K.,Anderson K.,15,32,32,15
Rogers Masters,2017-08-09,Masters 1000,Hard,2nd Round,Kyrgios N.,Lorenzi P.,Kyrgios N.,24,38,24,38
Rogers Masters,2017-08-09,Masters 1000,Hard,2nd Round,Gasquet R.,Zverev A.,Zverev A.,29,8,8,29
Rogers Masters,2017-08-10,Masters 1000,Hard,2nd Round,Mannarino A.,Raonic M.,Mannarino A.,42,10,42,10
Rogers Masters,2017-08-10,Masters 1000,Hard,2nd Round,Tsonga J.W.,Querrey S.,Querrey S.,12,20,20,12
Rogers Masters,2017-08-10,Masters 1000,Hard,3rd Round,Bautista Agut R.,Monfils G.,Bautista Agut R.,16,22,16,22
Rogers Masters,2017-08-10,Masters 1000,Hard,3rd Round,Ferrer D.,Federer R.,Federer R.,33,3,3,33
Rogers Masters,2017-08-10,Masters 1000,Hard,3rd Round,Anderson K.,Querrey S.,Anderson K.,32,20,32,20
Rogers Masters,2017-08-10,Masters 1000,Hard,3rd Round,Kyrgios N.,Zverev A.,Zverev A.,24,8,8,24
Rogers Masters,2017-08-11,Masters 1000,Hard,Quarterfinals,Bautista Agut R.,Federer R.,Federer R.,16,3,3,16
Rogers Masters,2017-08-12,Masters 1000,Hard,Quarterfinals,Anderson K.,Zverev A.,Zverev A.,32,8,8,32
Rogers Masters,2017-08-13,Masters 1000,Hard,The Final,Zverev A.,Federer R.,Zverev A.,8,3,8,3
Western & Southern Financial Group Masters,2017-08-13,Masters 1000,Hard,1st Round,Harrison R.,Muller G.,Muller G.,43,22,22,43
Western & Southern Financial Group Masters,2017-08-14,Masters 1000,Hard,1st Round,Isner J.,Troicki V.,Isner J.,19,47,19,47
Western & Southern Financial Group Masters,2017-08-14,Masters 1000,Hard,1st Round,Chung H.,Lopez F.,Lopez F.,49,34,34,49
Western & Southern Financial Group Masters,2017-08-15,Masters 1000,Hard,1st Round,Zverev M.,Verdasco F.,Zverev M.,26,40,26,40
Western & Southern Financial Group Masters,2017-08-15,Masters 1000,Hard,1st Round,Berdych T.,Del Potro J.M.,Del Potro J.M.,15,30,30,15
Western & Southern Financial Group Masters,2017-08-15,Masters 1000,Hard,1st Round,Kyrgios N.,Goffin D.,Kyrgios N.,23,13,23,13
Western & Southern Financial Group Masters,2017-08-15,Masters 1000,Hard,1st Round,Schwartzman D.,Khachanov K.,Khachanov K.,33,32,32,33
Western & Southern Financial Group Masters,2017-08-15,Masters 1000,Hard,1st Round,Johnson S.,Ferrer D.,Ferrer D.,37,31,31,37
Western & Southern Financial Group Masters,2017-08-15,Masters 1000,Hard,1st Round,Mannarino A.,Haase R.,Mannarino A.,36,35,36,35
Western & Southern Financial Group Masters,2017-08-15,Masters 1000,Hard,1st Round,Sock J.,Sugita Y.,Sugita Y.,16,46,46,16
Western & Southern Financial Group Masters,2017-08-15,Masters 1000,Hard,1st Round,Carreno Busta P.,Lorenzi P.,Carreno Busta P.,17,38,17,38
Western & Southern Financial Group Masters,2017-08-16,Masters 1000,Hard,2nd Round,Karlovic I.,Tsonga J.W.,Karlovic I.,44,12,44,12
Western & Southern Financial Group Masters,2017-08-16,Masters 1000,Hard,2nd Round,Fognini F.,Thiem D.,Thiem D.,25,8,8,25
Western & Southern Financial Group Masters,2017-08-16,Masters 1000,Hard,2nd Round,Lopez F.,Dimitrov G.,Dimitrov G.,34,11,11,34
Western & Southern Financial Group Masters,2017-08-16,Masters 1000,Hard,2nd Round,Carreno Busta P.,Zverev M.,Carreno Busta P.,17,26,17,26
Western & Southern Financial Group Masters,2017-08-16,Masters 1000,Hard,2nd Round,Ramos-Vinolas A.,Muller G.,Ramos-Vinolas A.,24,22,24,22
Western & Southern Financial Group Masters,2017-08-17,Masters 1000,Hard,2nd Round,Querrey S.,Mannarino A.,Mannarino A.,20,36,36,20
Western & Southern Financial Group Masters,2017-08-17,Masters 1000,Hard,2nd Round,Nadal R.,Gasquet R.,Nadal R.,2,29,2,29
Western & Southern Financial Group Masters,2017-08-17,Masters 1000,Hard,3rd Round,Del Potro J.M.,Dimitrov G.,Dimitrov G.,30,11,11,30
Western & Southern Financial Group Masters,2017-08-17,Masters 1000,Hard,3rd Round,Sugita Y.,Khachanov K.,Sugita Y.,46,32,46,32
Western & Southern Financial Group Masters,2017-08-17,Masters 1000,Hard,3rd Round,Ferrer D.,Carreno Busta P.,Ferrer D.,31,17,31,17
Western & Southern Financial Group Masters,2017-08-17,Masters 1000,Hard,3rd Round,Mannarino A.,Thiem D.,Thiem D.,36,8,8,36
Western & Southern Financial Group Masters,2017-08-18,Masters 1000,Hard,3rd Round,Karlovic I.,Kyrgios N.,Kyrgios N.,44,23,23,44
Western & Southern Financial Group Masters,2017-08-18,Masters 1000,Hard,3rd Round,Nadal R.,Ramos-Vinolas A.,Nadal R.,2,24,2,24
Western & Southern Financial Group Masters,2017-08-18,Masters 1000,Hard,Quarterfinals,Sugita Y.,Dimitrov G.,Dimitrov G.,46,11,11,46
Western & Southern Financial Group Masters,2017-08-19,Masters 1000,Hard,Quarterfinals,Thiem D.,Ferrer D.,Ferrer D.,8,31,31,8
Western & Southern Financial Group Masters,2017-08-19,Masters 1000,Hard,Quarterfinals,Kyrgios N.,Nadal R.,Kyrgios N.,23,2,23,2
Western & Southern Financial Group Masters,2017-08-19,Masters 1000,Hard,Semifinals,Isner J.,Dimitrov G.,Dimitrov G.,19,11,11,19
Western & Southern Financial Group Masters,2017-08-20,Masters 1000,Hard,Semifinals,Kyrgios N.,Ferrer D.,Kyrgios N.,23,31,23,31
Western & Southern Financial Group Masters,2017-08-20,Masters 1000,Hard,The Final,Kyrgios N.,Dimitrov G.,Dimitrov G.,23,11,11,23
Winston-Salem Open at Wake Forest University,2017-08-24,ATP250,Hard,Quarterfinals,Johnson S.,Edmund K.,Edmund K.,46,45,45,46
US Open,2017-08-28,Grand Slam,Hard,1st Round,Haase R.,Edmund K.,Edmund K.,36,42,42,36
US Open,2017-08-28,Grand Slam,Hard,1st Round,Sousa J.,Lorenzi P.,Lorenzi P.,50,40,40,50
US Open,2017-08-28,Grand Slam,Hard,1st Round,Querrey S.,Simon G.,Querrey S.,21,39,21,39
US Open,2017-08-30,Grand Slam,Hard,1st Round,Harrison R.,Berdych T.,Berdych T.,45,18,18,45
US Open,2017-08-30,Grand Slam,Hard,2nd Round,Lorenzi P.,Muller G.,Lorenzi P.,40,23,40,23
US Open,2017-08-30,Grand Slam,Hard,2nd Round,Isner J.,Chung H.,Isner J.,15,47,15,47
US Open,2017-08-30,Grand Slam,Hard,2nd Round,Zverev M.,Paire B.,Zverev M.,27,41,27,41
US Open,2017-08-31,Grand Slam,Hard,2nd Round,Edmund K.,Johnson S.,Edmund K.,42,46,42,46
US Open,2017-08-31,Grand Slam,Hard,2nd Round,Lopez F.,Verdasco F.,Lopez F.,35,43,35,43
US Open,2017-09-01,Grand Slam,Hard,3rd Round,Schwartzman D.,Cilic M.,Schwartzman D.,33,7,33,7
US Open,2017-09-02,Grand Slam,Hard,3rd Round,Zverev M.,Isner J.,Zverev M.,27,15,27,15
US Open,2017-09-02,Grand Slam,Hard,3rd Round,Thiem D.,Mannarino A.,Thiem D.,8,34,8,34
US Open,2017-09-02,Grand Slam,Hard,3rd Round,Del Potro J.M.,Bautista Agut R.,Del Potro J.M.,28,13,28,13
US Open,2017-09-03,Grand Slam,Hard,3rd Round,Lopez F.,Federer R.,Federer R.,35,3,3,35
US Open,2017-09-03,Grand Slam,Hard,4th Round,Pouille L.,Schwartzman D.,Schwartzman D.,20,33,33,20
US Open,2017-09-03,Grand Slam,Hard,4th Round,Anderson K.,Lorenzi P.,Anderson K.,32,40,32,40
US Open,2017-09-04,Grand Slam,Hard,4th Round,Zverev M.,Querrey S.,Querrey S.,27,21,21,27
US Open,2017-09-04,Grand Slam,Hard,4th Round,Del Potro J.M.,Thiem D.,Del Potro J.M.,28,8,28,8
US Open,2017-09-05,Grand Slam,Hard,4th Round,Kohlschreiber P.,Federer R.,Federer R.,37,3,3,37
US Open,2017-09-05,Grand Slam,Hard,Quarterfinals,Carreno Busta P.,Schwartzman D.,Carreno Busta P.,19,33,19,33
US Open,2017-09-06,Grand Slam,Hard,Quarterfinals,Querrey S.,Anderson K.,Anderson K.,21,32,32,21
US Open,2017-09-07,Grand Slam,Hard,Quarterfinals,Federer R.,Del Potro J.M.,Del Potro J.M.,3,28,28,3
US Open,2017-09-08,Grand Slam,Hard,Semifinals,Anderson K.,Carreno Busta P.,Anderson K.,32,19,32,19
US Open,2017-09-09,Grand Slam,Hard,Semifinals,Del Potro J.M.,Nadal R.,Nadal R.,28,1,1,28
US Open,2017-09-10,Grand Slam,Hard,The Final,Nadal R.,Anderson K.,Nadal R.,1,32,1,32
Open de Moselle,2017-09-22,ATP250,Hard,Quarterfinals,Goffin D.,Paire B.,Paire B.,12,41,41,12
St. Petersburg Open,2017-09-22,ATP250,Hard,Quarterfinals,Troicki V.,Bautista Agut R.,Bautista Agut R.,47,13,13,47
St. Petersburg Open,2017-09-23,ATP250,Hard,Semifinals,Bautista Agut R.,Fognini F.,Fognini F.,13,29,29,13
Shenzhen Open,2017-09-29,ATP250,Hard,Quarterfinals,Dzumhur D.,Zverev A.,Dzumhur D.,40,4,40,4
China Open,2017-10-02,ATP500,Hard,1st Round,Fognini F.,Haase R.,Fognini F.,26,43,26,43
China Open,2017-10-02,ATP500,Hard,1st Round,Struff J.L.,Zverev M.,Zverev M.,48,27,27,48
China Open,2017-10-03,ATP500,Hard,1st Round,Dimitrov G.,Dzumhur D.,Dimitrov G.,8,36,8,36
China Open,2017-10-03,ATP500,Hard,1st Round,Cuevas P.,Del Potro J.M.,Del Potro J.M.,32,24,24,32
China Open,2017-10-03,ATP500,Hard,1st Round,Pouille L.,Nadal R.,Nadal R.,23,1,1,23
China Open,2017-10-03,ATP500,Hard,1st Round,Rublev A.,Sock J.,Rublev A.,39,21,39,21
China Open,2017-10-03,ATP500,Hard,1st Round,Edmund K.,Zverev A.,Zverev A.,47,4,4,47
China Open,2017-10-04,ATP500,Hard,2nd Round,Kyrgios N.,Zverev M.,Kyrgios N.,19,27,19,27
China Open,2017-10-04,ATP500,Hard,2nd Round,Dimitrov G.,Del Potro J.M.,Dimitrov G.,8,24,8,24
China Open,2017-10-05,ATP500,Hard,2nd Round,Nadal R.,Khachanov K.,Nadal R.,1,42,1,42
China Open,2017-10-05,ATP500,Hard,2nd Round,Berdych T.,Rublev A.,Rublev A.,20,39,39,20
China Open,2017-10-05,ATP500,Hard,2nd Round,Zverev A.,Fognini F.,Zverev A.,4,26,4,26
China Open,2017-10-06,ATP500,Hard,Quarterfinals,Bautista Agut R.,Dimitrov G.,Dimitrov G.,13,8,8,13
China Open,2017-10-06,ATP500,Hard,Quarterfinals,Nadal R.,Isner J.,Nadal R.,1,17,1,17
China Open,2017-10-06,ATP500,Hard,Quarterfinals,Rublev A.,Zverev A.,Zverev A.,39,4,4,39
China Open,2017-10-07,ATP500,Hard,Semifinals,Nadal R.,Dimitrov G.,Nadal R.,1,8,1,8
China Open,2017-10-07,ATP500,Hard,Semifinals,Zverev A.,Kyrgios N.,Kyrgios N.,4,19,19,4
China Open,2017-10-08,ATP500,Hard,The Final,Nadal R.,Kyrgios N.,Nadal R.,1,19,1,19
Rakuten Japan Open Tennis Championships,2017-10-02,ATP500,Hard,1st Round,Simon G.,Anderson K.,Anderson K.,45,16,16,45
Rakuten Japan Open Tennis Championships,2017-10-03,ATP500,Hard,1st Round,Querrey S.,Gasquet R.,Gasquet R.,15,30,30,15
Rakuten Japan Open Tennis Championships,2017-10-03,ATP500,Hard,1st Round,Thiem D.,Johnson S.,Johnson S.,7,46,46,7
Rakuten Japan Open Tennis Championships,2017-10-04,ATP500,Hard,1st Round,Lopez F.,Goffin D.,Goffin D.,34,11,11,34
Rakuten Japan Open Tennis Championships,2017-10-05,ATP500,Hard,2nd Round,Johnson S.,Dolgopolov O.,Johnson S.,46,44,46,44
Rakuten Japan Open Tennis Championships,2017-10-06,ATP500,Hard,Quarterfinals,Johnson S.,Schwartzman D.,Schwartzman D.,46,29,29,46
Rakuten Japan Open Tennis Championships,2017-10-06,ATP500,Hard,Quarterfinals,Goffin D.,Gasquet R.,Goffin D.,11,30,11,30
Rakuten Japan Open Tennis Championships,2017-10-06,ATP500,Hard,Quarterfinals,Mannarino A.,Sugita Y.,Mannarino A.,31,40,31,40
Rakuten Japan Open Tennis Championships,2017-10-07,ATP500,Hard,Semifinals,Schwartzman D.,Goffin D.,Goffin D.,29,11,11,29
Rakuten Japan Open Tennis Championships,2017-10-07,ATP500,Hard,Semifinals,Mannarino A.,Cilic M.,Mannarino A.,31,5,31,5
Rakuten Japan Open Tennis Championships,2017-10-08,ATP500,Hard,The Final,Mannarino A.,Goffin D.,Goffin D.,31,11,11,31
Shanghai Masters,2017-10-08,Masters 1000,Hard,1st Round,Fognini F.,Verdasco F.,Fognini F.,28,43,28,43
Shanghai Masters,2017-10-09,Masters 1000,Hard,1st Round,Gasquet R.,Haase R.,Gasquet R.,31,44,31,44
Shanghai Masters,2017-10-09,Masters 1000,Hard,1st Round,Rublev A.,Dzumhur D.,Rublev A.,35,37,35,37
Shanghai Masters,2017-10-10,Masters 1000,Hard,1st Round,Bedene A.,Lorenzi P.,Bedene A.,48,39,48,39
Shanghai Masters,2017-10-10,Masters 1000,Hard,1st Round,Mannarino A.,Anderson K.,Anderson K.,29,15,15,29
Shanghai Masters,2017-10-10,Masters 1000,Hard,1st Round,Querrey S.,Sugita Y.,Querrey S.,17,36,17,36
Shanghai Masters,2017-10-10,Masters 1000,Hard,2nd Round,Carreno Busta P.,Ramos-Vinolas A.,Ramos-Vinolas A.,11,25,25,11
Shanghai Masters,2017-10-10,Masters 1000,Hard,2nd Round,Fognini F.,Pouille L.,Fognini F.,28,24,28,24
Shanghai Masters,2017-10-10,Masters 1000,Hard,2nd Round,Rublev A.,Del Potro J.M.,Del Potro J.M.,35,23,23,35
Shanghai Masters,2017-10-11,Masters 1000,Hard,2nd Round,Dimitrov G.,Harrison R.,Dimitrov G.,9,46,9,46
Shanghai Masters,2017-10-11,Masters 1000,Hard,2nd Round,Simon G.,Goffin D.,Simon G.,47,10,47,10
Shanghai Masters,2017-10-11,Masters 1000,Hard,2nd Round,Dolgopolov O.,Lopez F.,Dolgopolov O.,41,34,41,34
Shanghai Masters,2017-10-11,Masters 1000,Hard,2nd Round,Federer R.,Schwartzman D.,Federer R.,2,26,2,26
Shanghai Masters,2017-10-12,Masters 1000,Hard,3rd Round,Dimitrov G.,Querrey S.,Dimitrov G.,9,17,9,17
Shanghai Masters,2017-10-12,Masters 1000,Hard,3rd Round,Zverev A.,Del Potro J.M.,Del Potro J.M.,4,23,23,4
Shanghai Masters,2017-10-12,Masters 1000,Hard,3rd Round,Johnson S.,Cilic M.,Cilic M.,45,5,5,45
Shanghai Masters,2017-10-12,Masters 1000,Hard,3rd Round,Gasquet R.,Simon G.,Gasquet R.,31,47,31,47
Shanghai Masters,2017-10-12,Masters 1000,Hard,3rd Round,Fognini F.,Nadal R.,Nadal R.,28,1,1,28
Shanghai Masters,2017-10-12,Masters 1000,Hard,3rd Round,Federer R.,Dolgopolov O.,Federer R.,2,41,2,41
Shanghai Masters,2017-10-13,Masters 1000,Hard,Quarterfinals,Cilic M.,Ramos-Vinolas A.,Cilic M.,5,25,5,25
Shanghai Masters,2017-10-13,Masters 1000,Hard,Quarterfinals,Dimitrov G.,Nadal R.,Nadal R.,9,1,1,9
Shanghai Masters,2017-10-13,Masters 1000,Hard,Quarterfinals,Gasquet R.,Federer R.,Federer R.,31,2,2,31
Shanghai Masters,2017-10-14,Masters 1000,Hard,Semifinals,Nadal R.,Cilic M.,Nadal R.,1,5,1,5
Shanghai Masters,2017-10-14,Masters 1000,Hard,Semifinals,Del Potro J.M.,Federer R.,Federer R.,23,2,2,23
Shanghai Masters,2017-10-15,Masters 1000,Hard,The Final,Federer R.,Nadal R.,Federer R.,2,1,2,1
European Open,2017-10-20,ATP250,Hard,Quarterfinals,Ferrer D.,Schwartzman D.,Schwartzman D.,31,26,26,31
European Open,2017-10-22,ATP250,Hard,The Final,Tsonga J.W.,Schwartzman D.,Tsonga J.W.,17,26,17,26
Stockholm Open,2017-10-17,ATP250,Hard,1st Round,Verdasco F.,Haase R.,Verdasco F.,43,44,43,44
Stockholm Open,2017-10-19,ATP250,Hard,2nd Round,Troicki V.,Zverev M.,Zverev M.,48,30,30,48
Stockholm Open,2017-10-19,ATP250,Hard,2nd Round,Struff J.L.,Del Potro J.M.,Del Potro J.M.,49,19,19,49
Stockholm Open,2017-10-20,ATP250,Hard,Quarterfinals,Fognini F.,Sock J.,Fognini F.,27,21,27,21
Stockholm Open,2017-10-20,ATP250,Hard,Quarterfinals,Zverev M.,Dimitrov G.,Dimitrov G.,30,8,8,30
Stockholm Open,2017-10-20,ATP250,Hard,Quarterfinals,Del Potro J.M.,Sugita Y.,Del Potro J.M.,19,37,19,37
Stockholm Open,2017-10-20,ATP250,Hard,Quarterfinals,Anderson K.,Verdasco F.,Verdasco F.,16,43,43,16
Stockholm Open,2017-10-21,ATP250,Hard,Semifinals,Dimitrov G.,Fognini F.,Dimitrov G.,8,27,8,27
Stockholm Open,2017-10-21,ATP250,Hard,Semifinals,Verdasco F.,Del Potro J.M.,Del Potro J.M.,43,19,19,43
Stockholm Open,2017-10-22,ATP250,Hard,The Final,Del Potro J.M.,Dimitrov G.,Del Potro J.M.,19,8,19,8
Swiss Indoors,2017-10-23,ATP500,Hard,1st Round,Shapovalov D.,Sugita Y.,Shapovalov D.,49,38,49,38
Swiss Indoors,2017-10-24,ATP500,Hard,1st Round,Johnson S.,Paire B.,Paire B.,43,40,40,43
Swiss Indoors,2017-10-24,ATP500,Hard,1st Round,Harrison R.,Dolgopolov O.,Harrison R.,46,37,46,37
Swiss Indoors,2017-10-25,ATP500,Hard,2nd Round,Bautista Agut R.,Harrison R.,Bautista Agut R.,21,46,21,46
Swiss Indoors,2017-10-25,ATP500,Hard,2nd Round,Haase R.,Sock J.,Sock J.,44,23,23,44
Swiss Indoors,2017-10-26,ATP500,Hard,2nd Round,Paire B.,Federer R.,Federer R.,40,2,2,40
Swiss Indoors,2017-10-26,ATP500,Hard,2nd Round,Mannarino A.,Shapovalov D.,Mannarino A.,28,49,28,49
Swiss Indoors,2017-10-27,ATP500,Hard,Quarterfinals,Bautista Agut R.,Del Potro J.M.,Del Potro J.M.,21,19,19,21
Swiss Indoors,2017-10-27,ATP500,Hard,Quarterfinals,Mannarino A.,Federer R.,Federer R.,28,2,2,28
Swiss Indoors,2017-10-27,ATP500,Hard,Quarterfinals,Goffin D.,Sock J.,Goffin D.,10,23,10,23
Swiss Indoors,2017-10-28,ATP500,Hard,Semifinals,Cilic M.,Del Potro J.M.,Del Potro J.M.,4,19,19,4
Swiss Indoors,2017-10-28,ATP500,Hard,Semifinals,Federer R.,Goffin D.,Federer R.,2,10,2,10
Swiss Indoors,2017-10-29,ATP500,Hard,The Final,Del Potro J.M.,Federer R.,Federer R.,19,2,2,19
Erste Bank Open,2017-10-23,ATP500,Hard,1st Round,Lopez F.,Gasquet R.,Gasquet R.,33,32,32,33
Erste Bank Open,2017-10-23,ATP500,Hard,1st Round,Isner J.,Kohlschreiber P.,Kohlschreiber P.,13,34,34,13
Erste Bank Open,2017-10-23,ATP500,Hard,1st Round,Zverev A.,Troicki V.,Zverev A.,5,48,5,48
Erste Bank Open,2017-10-24,ATP500,Hard,1st Round,Ramos-Vinolas A.,Querrey S.,Ramos-Vinolas A.,22,14,22,14
Erste Bank Open,2017-10-24,ATP500,Hard,1st Round,Thiem D.,Rublev A.,Thiem D.,6,35,6,35
Erste Bank Open,2017-10-25,ATP500,Hard,1st Round,Fognini F.,Schwartzman D.,Schwartzman D.,27,26,26,27
Erste Bank Open,2017-10-25,ATP500,Hard,1st Round,Khachanov K.,Tsonga J.W.,Tsonga J.W.,42,15,15,42
Erste Bank Open,2017-10-26,ATP500,Hard,2nd Round,Schwartzman D.,Carreno Busta P.,Schwartzman D.,26,11,26,11
Erste Bank Open,2017-10-26,ATP500,Hard,2nd Round,Tsonga J.W.,Dzumhur D.,Tsonga J.W.,15,31,15,31
Erste Bank Open,2017-10-26,ATP500,Hard,2nd Round,Thiem D.,Gasquet R.,Gasquet R.,6,32,32,6
Erste Bank Open,2017-10-27,ATP500,Hard,Quarterfinals,Schwartzman D.,Kohlschreiber P.,Kohlschreiber P.,26,34,34,26
Erste Bank Open,2017-10-27,ATP500,Hard,Quarterfinals,Pouille L.,Gasquet R.,Pouille L.,25,32,25,32
Erste Bank Open,2017-10-27,ATP500,Hard,Quarterfinals,Zverev A.,Tsonga J.W.,Tsonga J.W.,5,15,15,5
Erste Bank Open,2017-10-28,ATP500,Hard,Semifinals,Kohlschreiber P.,Tsonga J.W.,Tsonga J.W.,34,15,15,34
Erste Bank Open,2017-10-29,ATP500,Hard,The Final,Pouille L.,Tsonga J.W.,Pouille L.,25,15,25,15
BNP Paribas Masters,2017-10-30,Masters 1000,Hard,1st Round,Haase R.,Johnson S.,Haase R.,43,42,43,42
BNP Paribas Masters,2017-10-30,Masters 1000,Hard,1st Round,Paire B.,Gasquet R.,Gasquet R.,40,30,30,40
BNP Paribas Masters,2017-10-31,Masters 1000,Hard,1st Round,Cuevas P.,Khachanov K.,Cuevas P.,36,44,36,44
BNP Paribas Masters,2017-10-31,Masters 1000,Hard,1st Round,Rublev A.,Verdasco F.,Verdasco F.,35,39,39,35
BNP Paribas Masters,2017-10-31,Masters 1000,Hard,1st Round,Mannarino A.,Ferrer D.,Mannarino A.,28,34,28,34
BNP Paribas Masters,2017-11-01,Masters 1000,Hard,2nd Round,Isner J.,Schwartzman D.,Isner J.,14,25,14,25
BNP Paribas Masters,2017-11-01,Masters 1000,Hard,2nd Round,Zverev A.,Haase R.,Haase R.,4,43,43,4
BNP Paribas Masters,2017-11-01,Masters 1000,Hard,2nd Round,Cuevas P.,Ramos-Vinolas A.,Cuevas P.,36,24,36,24
BNP Paribas Masters,2017-11-01,Masters 1000,Hard,2nd Round,Lopez F.,Pouille L.,Pouille L.,33,18,18,33
BNP Paribas Masters,2017-11-01,Masters 1000,Hard,2nd Round,Verdasco F.,Anderson K.,Verdasco F.,39,16,39,16
BNP Paribas Masters,2017-11-01,Masters 1000,Hard,2nd Round,Sock J.,Edmund K.,Sock J.,22,50,22,50
BNP Paribas Masters,2017-11-01,Masters 1000,Hard,2nd Round,Gasquet R.,Dimitrov G.,Dimitrov G.,30,8,8,30
BNP Paribas Masters,2017-11-01,Masters 1000,Hard,2nd Round,Mannarino A.,Goffin D.,Goffin D.,28,10,10,28
BNP Paribas Masters,2017-11-02,Masters 1000,Hard,3rd Round,Haase R.,Del Potro J.M.,Del Potro J.M.,43,17,17,43
BNP Paribas Masters,2017-11-02,Masters 1000,Hard,3rd Round,Verdasco F.,Thiem D.,Verdasco F.,39,6,39,6
BNP Paribas Masters,2017-11-02,Masters 1000,Hard,3rd Round,Dimitrov G.,Isner J.,Isner J.,8,14,14,8
BNP Paribas Masters,2017-11-02,Masters 1000,Hard,3rd Round,Sock J.,Pouille L.,Sock J.,22,18,22,18
BNP Paribas Masters,2017-11-02,Masters 1000,Hard,3rd Round,Cuevas P.,Nadal R.,Nadal R.,36,1,1,36
BNP Paribas Masters,2017-11-02,Masters 1000,Hard,3rd Round,Cilic M.,Bautista Agut R.,Cilic M.,5,23,5,23
BNP Paribas Masters,2017-11-03,Masters 1000,Hard,Quarterfinals,Del Potro J.M.,Isner J.,Isner J.,17,14,14,17
BNP Paribas Masters,2017-11-03,Masters 1000,Hard,Quarterfinals,Verdasco F.,Sock J.,Sock J.,39,22,22,39
Masters Cup,2017-11-12,Masters Cup,Hard,Round Robin,Sock J.,Federer R.,Federer R.,9,2,2,9
Masters Cup,2017-11-12,Masters Cup,Hard,Round Robin,Zverev A.,Cilic M.,Zverev A.,3,5,3,5
Masters Cup,2017-11-13,Masters Cup,Hard,Round Robin,Thiem D.,Dimitrov G.,Dimitrov G.,4,6,6,4
Masters Cup,2017-11-13,Masters Cup,Hard,Round Robin,Goffin D.,Nadal R.,Goffin D.,8,1,8,1
Masters Cup,2017-11-14,Masters Cup,Hard,Round Robin,Cilic M.,Sock J.,Sock J.,5,9,9,5
Masters Cup,2017-11-14,Masters Cup,Hard,Round Robin,Federer R.,Zverev A.,Federer R.,2,3,2,3
